Unnamed: 0,reviews,sentiment,entities,review_length
557,new route ba introduced beginning june several year covid related delay business class experience fear typical nickel dime policy introduced airline past decade plus helpful friendly fa minus cabin fairly cramped six seat across pod surprisingly little room limited storage space hard adjust seat particularly getting lie flat even fa found difficult inflight entertainment limited poor choice film tv programme music food choice quality poor one three main unavailable pea mushroom risotto almost inedible cheese selection also poor dont know business class offering ba rival flying similar route like experience match provided singapore airline flight far east australasia,negative,[],674
558,regular ba customer european flight sad true note standard continue slip particularly ground service lhr atrocious handling delay staff entrance first wing brusque put mildly rude accurate flight boarded 1835 1900 departure 45 min later 4 late customer allowed board single pa apology flight deck crew benefit low cost airline dont hang around latecomer sadly ba time warp ba pilot used best updating status dropped dramatically last 23 year food standard choice t5 first lounge one item improved post covid inflight service short 2h 40m flight light dinner tray 2 choice row 3 32 passenger club europe 4 salad option available printed menu offered cabin staff explained given 10 menu 32 customer appears supply control place ba food quality okay doco supply doco meal turkish airline remain superior ba manages flew turkish 10 day ago staff service perfunctory attempt interact customer club europe cabin end started ba standard continue slip,positive,[],943
559,right use british airway booking person said would enough time connection flight final destination wrong flight london late auto missed flight edinburgh wait 9 hour next flight coming back flight leaving late run get connecting flight sat tarmac hour luggage go thought good probably luggage back boston luggage show said would get within 24 hour didnt far least 2 day,negative,[],368
560,could much understand losing luggage 8 day airport risk well aware travelling greece wedding however many attempt receive communication company nothing disappointment upset company one point picking immediately hanging husband recent time called requested agent luggage team give timeline bag location man phone verbatim stated dont proceeded tell bag edmonton westjet problem saying hold taking hold book westjetnor westjets luggage issue amazing called given info everyone never use company anyone close completely disheartening please please use company would like travel chance going smoothly chance receiving adequate even information communication never life treated like customer,positive,[],686
561,a80 wonderful aircraft quieter aircraft ive flown flight delayed arriving vancouver london meant departing flight vancouver also delayed passenger waited almost 90 minute london terminal 5 baggage arrive excuse given ba ground staff baggage staff busy right baggage arrive soon onboard amenity service quite disappointing seat reasonably spacious offer sufficient back support meal size portion considerably smaller last flown ba tiny ham cheese croissant breakfast cabin crew noticeably absent cabin flight offer water juice beverage flight overall fairly disappointing experience ba,positive,[],584
562,lhr sfo new club suite rather chaotic embarkation despite small number passenger pushback delayed lack tug club suite seat 2k3k huge improvement previous cw product excellent ife good range movie cabin crew attentive efficient food adequate still served tray arrival le time delayed lack marshal guide plane air bridge long queue get immigration,positive,[],345
563,covid form broken called customer service twice different time hung due busy pick phone 1 hour flight delay first queue hand hand luggage due enough room untrue storage compartment empty entered plane explained really afford wait luggage 3 hour drive left arrive airport short totally customer friendly try avoid flying next time ba,positive,[],332
564,feel like ba putting economy back premium economy pleasant friendly helpful cabin crew however two hour food served alreadydelayed 740pm flight single drink offered plastic cup meal service food offered wine crew could come back later wanted something else including water drank wine anyway wouldnt leap offer given long took food ive never experienced airline premium economy product flew westjet year took drink order boarded brought meal glassware brilliant air new zealand glass use name throughout water eventually came round wed eaten say crew pleasant friendly seemed underequipped understaffed following poor procedure food forgettable inflight entertainment great screen large unfortunately every seatbelt light announcement screen brightness level reset retinasearing default fun night flight turbulence loo gatwick 777 halfway economy pandemonium back upside layout pe next exit deplaned quickly checkin queue cancun took forever couldnt see hear gate announcement everyone crowded gate grateful priority boarding situation bag arrived ok gatwick delay continue avoid ba unless using avios business class alternative ba problem seem easy fix cabin crew clearly eager help arent equipped given service procedure match airline price point,positive,[],1247
565,phoenix london heathrow hamburg despite 4 hour layover heathrow bag didnt make onto connecting flight hamburg one baggage tracing desk number provided deadend ability leave message connect employee group passenger missing checked baggage waited airport tried every outlet possible checkin desk baggage tracing desk calling email two hour avail solution u fill sheet paper contact info baggage description four day later information luggage way contact customer service absolutely miserable customer support flight alright bad customer service never fly ba,negative,[],555
566,worst airline experience ever flew 7 people business class check disaster claimed exchanged ticket 15 hour ticket counter given boarding pass group 1 delay caused u board much later connecting flight cancelled leading day long layover 4 child including infant ultimate connecting flight also 2 hour late lost luggage 4 day later still dont luggage calling helpline lost luggage result 30 minute 1 hour hold disconnected without speaking anyone airline complete disaster please fly,negative,[],480
567,crew ba656 6 june absolutely made flight smooth journey possibly nicest crew ive ever rebooking september impressed,positive,[],115
568,travelled 11th april baby economy class flight ba 2260 ba 2508 pleasure meeting sarah air stewardess absolutely amazing received great service along staff importantly went beyond hard enough travelling infant assistance throughout flight really appreciated repeatedly asked needed anything arham lap time held whilst cup tea front aircraft chat service amazing something never forget thank support throughout flight worked aviation job remarkable appreciated hope see,positive,[],467
569,outstanding inflight service crew friendly professional helpful best british even though departure delayed due chaos among ground staff vancouver didnt matter crew made flight outstanding,positive,[],187
570,recent trip boston departing lhr t5 ground staff absolutely fantastic made extra effort make sure prepared covid entry requirement u really friendly personable short queue bag drop security would say took u 20 minute kerbside lounge fantastic considering going uk moment boarding quick efficient completed within 30 minute seated last row economy really appreciated low density 333 layout economy compared 10 abreast seating colleague strategically booked aisle seat either side centre lucky enough one sat u really helped considering foot space older seat taken ife box really helped would significantly le comfortable sat next cabin crew excellent well trained personable visible throughout flight proactively offered drink outside meal service meal service efficient cabin crew proactively removing tray people finished early something rarely see economy food doco exceptional dont think ive eaten much transatlantic flight economy interesting compare return flight catered outstation overall great flight helped additional space nonetheless good performance ba totally exceeded expectation based review elsewhere would definitely consider flying,positive,[],1149
571,son travelled alone first time pursue study concerned issue might especially reading review airline flight experience good delay reached toronto time thankful british airway provide hassle free flight son especially trouble airline gone due pandemic unfortunately people good experience post review skewing review negatively flight expensive though booked late dumped air canada swiss air cancelled flight last moment,positive,[],417
572,seasoned traveller loyal ba customer appalled company recent drop standard booked fly zhrlhr mile ticket february 2022 arrived check several hour scheduled departure informed would pay baggage even though ticket clearly included free checked baggage held check hour whilst check agent went consult manager confirmed would pay check baggage option pay charge however result delay check arrived gate find flight closed last flight day forced find expensive overnight hotel accommodation tried contact ba customer service incident numerous occasion however didnt bothered respond 3rd attempt cc ceo complaint got one line response saying free baggage included ticket point got solicitor write letter finally agreed refund baggage charge however refusing compensate missed flight considerable expense loss incurred result mistake,positive,[],825
573,boarding time unfortunately orts worst boarding gate obviously beyond ba control crew good lacked personal touch old style ying yang business class total lack storage space 777 showing age however told aircraft taken service following week upgraded new club suite cabin crew good food ok wine little disappointing overall decent flight,positive,[],335
574,flight delay happen way ba handle incident way beyond flight delayed overnight connecting flight missed overall delay resulted 48 hour rechecking bag took 4 hour standing line rebooking earlier connection denied online counter certainly never fly ba recommend airline,negative,[],267
575,check easy bgi due u checking flightradar24 finding flight delayed nearly 2 hour notification airline passenger arrived earlier easy boarding sequence number seat joke 8 hour flight leg room isle seat 4 seat front frame block stretching leg passenger front reclines even worse food mediocre poor choice drink choice run stewardess arrived seat choice cocacola water red wine connecting flight lhr man cancelled contact airline found trying book seat return leg alternative flight provided privately book taxi lhr manchester 4 person worked cheaper train outbound flight also farce mention terminal change lhr 5 3 quick turnaround changing terminal chaotic stressful older relative travelling u overall shocking british airway guarantee never use,negative,[],745
576,british airway travel confidence probably unsuitable tag line ashamed back october booked holiday punta cana ba cancelled early 2022 late last year also booked heathrow malaga family wedding may guess week ago also got cancelled chance rebook ba many cancellation planned willing take risk making destination important event applied received refund also asked executive club account closed shall longer wasting time booking shamble airline suggestion want travel confidence choose another airline airline,positive,[],504
577,business class seating shown 2x2 configuration website economy style unsold middle seat much comfortable economy meal service started three option 2 option row 5 8 business class row 6 seated one u 2 option grilled tofu available rest business class,positive,[],249
578,arrived 3 half hour flight queue ba terrible airport security line managed well gate closing arrived jogging gate asthma far worst travelling experience ever experienced airline put warning arrive least 4 hour enjoyable experience amsterdam worst airport experienced,negative,[],266
579,ba say ticket flexible cancellation free within 24 hr reality absolutely miserable alternative 8 hour booking need change flight assume get refund like site say apparently lie actually give voucher request voucher sign away agree voucher despite knowing much money refund might get week panicked try calling course calling nothing hotline say busy happens give submit request online despite guarantee amount timing luckily show quickly rebook need change booking go request voucher time voucher code doesnt work website enter needing rebook useless voucher finally call executive class phone line member eventually pick agree help thing back end tell send information booking department contact 72 hour,negative,[],702
580,battling long overdue refund ba regarding flight originally booked 2019 flight cancelled voucher issued another flight booked using voucher cancelled trying use voucher new flight ba kept advising couldnt voucher used asked check status flight never left agent advised didnt access information two year managed speak someone recognised either voucher refund due made note record decided pursue refund felt would le problematic ba acknowledged owe refund one phone call said 18 working day chased long overdue told 21 working day refund never came try regularly get customer service automated system advise agent available also sent two follow message via case reference link sent requesting update response honestly feel let ba felt trustworthy reliable airline suspect ruined many trusted relationship customer,positive,[],811
581,tried check required certificate insurance covid travel tried 2 hour get issued bank travel insurance department could issue certificate closed 1830 long time got cover letter bank sent told missed check 2 minute would let board missed flight contacted ba tried rebook another departure flight told missed departing flight return flight automatically cancelled ba policy worked new price book flight price 3500 originally paid 1500 flight search google found flight 1100 flying air mauritius returning ba flight originally supposed return unfortunately ba made miss 2 day holiday searched hour could find anywhere ba site needed insurance document checked mauritius airway flight ask insurance document lovely flight issue every time fly ba bad experience promise never fly,positive,[],773
582,another dreadful mediocre experience ba malaga time boarding bus remote stand aircon flight wifi erratic guest couldnt order food drink card payment system didnt work gave ordering finally malaga held allowed leave plane bag come first case caused plane go unbalanced really one excuse another ba day,negative,[],300
583,basel johannesburg via london cancelled connection flight confusing ui still show cancelled booking booking never sent confirmation email new flight cant checkin could checkin online via app customer service nonexistent busy line 45min still one help check,negative,[],256
584,low standard club europe cabin divider aircraft privacy separate cabin would expected aircraft properly cleaned athens full rubbish bag left seat pocket inflight information flight map long disappeared european route shame staff attentive though tried best,positive,[],256
585,flight affected recent problem ba quite impressed british airway premium economy product new boeing 787 overall premium economy turned premium clearly step economy towards business class also premium economy product came across much better boeing 787 old b747 even b777 seat comfortable nice leg room food service entertainment option good clearly worth extra money premium economy,positive,[],381
586,british airway continues decline customer service used love airline three poor experience back back regarding customer service phone flight change voucher recent experience cost 3000 originally booked due bad rep advice multiple call company even part executive club silver continue left hold age last week spent 6 hour phone seeking support rate lost trust,negative,[],357
587,flight lax lhr paid pick seat flight back lax saw 116 come account next day im adding booking day flight website tell longer booked seat seat paid sold someone else spent hour trying find way contact customer service first told dm airline twitter find extremely inappropriate still reached anyway unable find another way contact twitter told looking agent help never ended responding left message unread 6 hour waiting twitter dm back ended able find chat line website talking agent chat line informed sold seat another customer would book new seat however unable tell seat many people row frustrating conversation able book original seat soon tried pull booking british airway app unable find would enter booking reference site would say success booking would show refreshed page continued try add booking app would thing every time say success never add booking im able find chat line dm company twitter support issue im extremely frustrated,positive,[],943
588,amazing flight comfortable premium economy seat upgraded leg rest new aircraft staff friendly professional food great beyond expectation,positive,[],136
589,booked flight london paid month advance upgrade seat isle side exit row front cabin legroom upon checkin expensive upgrade given away someone else left choose miserable middle seat near toilet spent entire afternoon calling customer service call went automated system simply hang decides busy placed indefinite hold replete elevator music insincere guarantee call mattered greeted someone heavy accent low quality hard hear line 32 deaf sometimes would purposely hang said anything time would purposely hang stated plight managed persist hour end would hang purposely needing put hold speak supervisor end ba managed swindle hundred dollar booked another airline principle,negative,[],672
590,way home 3 week holiday uk 4 flight british airway 2 internal flight london edinburgh great due friendly staff complication however 2 long haul flight nightmare initial flight cape town heathrow full flight staff seemed overwhelmed ran certain food drink economy right back got leftover entertainment system also working board return flight heathrow cape town check process horrific booked expedia somehow return flight checked bag allowance didnt realise checked ended pay additional 85 bag told try manage booking app possible also spent 20 minute hold trying get ba customer service number luck asked speak someone person terminal 5 told customer service desk main ba terminal overall took u 2 hour get checked speaking 6 different staff member none could help also discrepancy baggage allowance friend traveling allowed 26kg paying add bag told overweight allowed 23kg bag 24kg compared flown airline never fly ba level service shocking compared would expect,negative,[],962
591,would like thank great service handicap family afraid trip flying alone layover london hour change terminal everything thanks great service trip amazing took great care made sure well throughout whole flight,positive,[],207
592,connected madrid iberia wrote scathing review awful long haul business class service british airway short haul business class totally different class cabin 10 row seat bc record staff met u door cheerful way sign highly professional way would continue look u throughout flight messaging cabin crew flight crew excellent food first class nothing much staff oh two member company offer different level sift hard service thought must ingrained ethic company british airway keep good work would better proper business class seat like european competitor overall made feel proud brit,positive,[],578
593,flew dubrovnik heathrow 24th april 2022 check fast cleared security 15 minute made way lounge basic essential clean spacious boarding time came priority boarding first board welcomed cabin crew given wipe seated left le tme safety brief taxiing take airborne soon time drink meal service choice 3 main meal option good served friendly crew captain kept u informed progress journey arrived heathrow slightly early overall pleasant trip flying british airway,positive,[],456
594,always chosen make big deal poor service delay dirty aircraft packed lounge cabin crew etc experienced year lost patience airline paid almost 1k extra change return flight family get flight specific time ba cancelled placed u another flight almost 10 hour later option get available flight business class lounge lhr packed hardly space move aircraft filthy food wrapping paper seat floor seat uncomfortable food business class passenger included bread roll passed basket poor level hygiene overcrowding delay cancellation make worst airline endure,negative,[],547
595,business lounge closed pisa airport probably beyond control british airway closed since january least british airway could done would issued customer paid service voucher used airport complained ba compensation said would credit account 10000 avios point felt adequate compensation point felt ba handled situation prompt professional manner however seven week ago avios point added account called call centre multiple time one point put hold hour put right department phone answered told wrong department phone number read number calling scenario replayed probably twenty time clear ba intention resolving making customer go round circle give airline absolutely appalling way treat customer,negative,[],690
596,good friday flight delayed 5hours std 1250 atd 1800 durban south africa johannesburg announcement made approached time frame given simply didnt know aircraft towed hanger johannesburg crew arrived late aircraft filthy shall never fly comair includes kulula ba absolutely shocking service,negative,[],287
597,trip 4 flight included 4 flight delayed worst 2h15min also one flight cancelled rebooked 4h earlier flight loosing 4h short vacation explanation compensation given cancelled flight delay expected lot better earlier used ba good result really bad experience avoid using ba travel,negative,[],278
598,first time new club world suite excellent lot space privacy good seat doubt bettered good staff ever quibble food served ba need roll quickly,positive,[],141
599,incredible rude check staff british airway counter nice 16th april 2022 zero empathy towards struggling customer second situation happened arrived nice terminal 1 ba0262 13 april luggage make flight put detail delivery luggage arrived nice airport day received email avia partner lost found british airway partner 1314pm informing u luggage arrived nice multiple email back forth emphasis strongly expressing clothes shoe wear 3 short day monaco vital received luggage asap lady replied important dont come pick airport send driver pick despite fact proper delivery address supplied beginning appalling experience,positive,[],613
600,booked business class flight qantas melbourne glasgow via london qantas fly heathrow british airway partner airline automatically booked ba heathrow glasgow booked flight october however 2 day due leave received email british airway advising flight heathrow glasgow cancelled help u email said however booked u another flight leaving london city airport 26 mile heathrow airport flight going edinburgh glasgow sure supposed get glasgow additionally economy business class even though booked business class originally booked one connecting flight british airway know travelled 22 hour australia mention email compensation change class additional travel cost getting another airport nothing possibly accepting flight given obviously never going work u contact detail british airway also sent email good friday even eventually find contact number office closed never experienced terrible customer service airline ever flow guarantee never fly british airway,positive,[],954
601,service good cabin crew kind boarding quick aircraft size seat comfortable economy a380 wall still expanding outwards first floor lot space food good airplane food bad thing ife screen quite outdated wasnt good quality however large selection movie tv show,positive,[],256
602,total chaos departure immigration malaga airport boarding quick polite welcome cabin crew beverage cart take prompt followed lunch choice 3 entree food best described wholesome meeting quality level air france swiss lufthansa short haul business class meal menu still missing like many aspect experience ba cut lot covid reintroduced wouldnt mind european trip 2022 ba charging 3 time fare level 2019 overall value money poor wifi work start finish flight crew said worked way captain contacted london get fixed return ba becoming shambolic blaming far much covid time took responsibility failing,positive,[],596
603,shout help desk heathrow arrived late make flight lady 32 year exp great tough crowd deal kind helpful getting u place stay food eat flight home next day,positive,[],153
604,constantly amazed british airway continue get thing wrong pretty much though covered base last 15 year living uk watched decline great sadness flight paris exception flight late overcrowded managed disinterested staff sat tarmac full boarded one hour waited catering loaded front back left gobsmacked barely offer food service anyway small packet crisp even smaller bottle water 45 minute flight wondered thought good operational planning delay whole plane load passenger 6 people business class could speedily eat poor quality meal flight paris transpired 90 minute late missed meeting flying paris attend never,positive,[],612
605,short haul flight best crew final leg giving excellent service hope chose flight carefully booked flight club world suit ying yang arrangement still offer last minute aircraft changed put ying yang really pensioned age ago business class offer 4 across layout still squeeze 8 across take one long haul leisure trip year business class always lose point game take exception paid full non refundable basis allowed reserve seat point gained trip alone would allowed u bronze status given status trip useless u status would allowed u book seat 7 day prior departure still available rather 24 hour available long haul return flight unable book window seat boarding door closed window seat still vacant asked could move told fa would check nothing happened takeoff passenger moved economy seat judging interaction would bet someone staff travel think disgraceful full fare paying passenger treated like takeoff 1930 hr offered drink service supper told could order drink would delivered tray meal done meal would cold time ate summary would ever fly ba half chance going another airline,positive,[],1080
606,comfortable new suite flight great service good food crew wonderful new seat great except shoulder strap uncomfortable entertainment great wifi annoying cutting needing constant reconnecting generally positive experience,positive,[],220
607,british airway terrible airline ive dealt caused family extreme stress disappointment tried week speak someone cant make change online hang every time call driven despair treatment customer cant check online application suck much youre better trying code app itll probably work better every time try check taken page say cant verify document yet app website say youre verified ready go upgrade pay upgrade say guaranteed go check go airport online wont work give different seat paid lower class offer nothing return hope never misfortune getting stuck flying british airway ever,negative,[],578
608,british airway terrible airline ive ever dealt caused family extreme stress disappointment tried week speak someone cant make change online hang every time call driven despair treatment customer choice cancel chance life time trip wed booked 2 18 year old boy flying another airline would alone japan ba cancelled trip rebook online trip booked avios companion voucher,negative,[],368
609,ba getting real bashing forum thought id buck trend report virtually flawless experience short hop edi lcy ba8703 monday easy check decent lounge experience except amiable staff still forced serve behind barrier clean plane left time ridiculous amount legroom 2d bulkhead seat lot space 1a c reasonable cooked breakfast served attentive capable csm arrived 15 min earlier scheduled whats like overall experience vast majority ba experience last 25 year anyway thought would nice read positive review,positive,[],499
610,new club suite amazing let bed little firm pillow comfortable pillow ever used food ok better ba past understand put everything single tray ok cabin crew brilliant surprised dinner crew didnt come round beverage even bottled water ba really great hard product would suspect soft product improve covid restriction become le issue well done ba,positive,[],341
611,small plane busy route service good food ran lot option left good cabin crew ba actually really friendly,positive,[],104
612,ba continue charge premium disgusting service provided people shouldnt customer service tired dirty cramped aircraft 11 flight year one managed depart arrive destination ontime including 3 business class ticket cancelled alternative economy offered still refund 3 month flight late missed connection ba cancelled rest ticket leaving stranded u,negative,[],343
613,flew back ba0254 bridgetown heathrow old club class huge disappointment going new club class suite end awful yin yang seating cant come soon enough even tried pay ba extortionate prebooking rate seat none left choose even week ahead wife stuck middle 2 seat 4 13e f good job overnighter managed sleep bit climb neighbour often march film selection good particularly friendly fa insisted face mask must worn even though ba policy changed regarding flying back nonmask wearing destination ie london sort ba took 20 minute late big tailwind made time relatively smooth flight dinner bad breakfast fairly dire wife smoked salmon bagel dreadful usual ba good really good bad awful recommend hesitatingly come ba great pay lot premium seat,positive,[],733
614,worst budget airline ive ever used far worse ryanair refuse fly even though theyre basically free ba charge 10x much budget worst service spent hour checking outdated computer crashed left u sat plane 2 hour couldnt connect internet left 50 luggage behind would refund everyones flight waited another 10 min luggage trolley arrive took three day return cost u 100 return ive sat nearly two hour there sign luggage dont know company incompetent ill pursuing compensation free flight amex wont using worth going,negative,[],509
615,first actual flight fine staff 3 flight zrhlhr gvalhr lhrzrh first 2 economy absolutely fine chatty friendly credit company infrastructure however appalling zrhlhr impossible checkin online 2 staff checkin everyone 2 flight resulting mislabelled luggage hour delay sort gvalhr 25hrs late noone lhr tow aircraft gate lhrzrh 50mins late due slow gate staff even checkin online queue airport get actual boarding pas example reason sort stressed ground staff impossible recommend airline onboard 1010 getting onboard 110,negative,[],516
616,flown economy ba year shock hard uncomfortable seat small aged tv screen limited inflight entertainment food service appalling 13hr plus flight sock eye shade ear plug amenity pack antibacterial wipe offered wifi advertised available flight paid premium money budget airline akin easy jet ryanair jetstar last time travelling ba 18 year flying ba really need buck service become flagship service used,negative,[],400
617,flew barbados 16 march ba 255 new club class suite huge improvement old yin yang club class unfortunately endured way back comfortable big tv screen high quality picture good headphone plenty nook cranny storing small item private nice friendly fa called name pretty good drink service good dinner served let poor best choice movie inflight entertainment system thank goodness latest james bond movie showing took landed time smooth flight one letdown usual extortionate fee charged prebooking seat come ba stop nickel diming spoil could really good business class product already pay quite bit privilege recommend usual caveat,positive,[],627
618,poor flight cape town london chaos cape town airport passenger handling incredibly long queue get security passport control taking nearly two hour total arrived lounge somewhat frazzled happy find quiet area decent wine appropriate food choice break boarding flight boarding went well seated offered small half full glass champagne captain made announcement say aboard ahead schedule flight time would shorter scheduled unfortunately would mean arrival would early land due 600 lifting overnight jet ban heathrow would wait ground perhaps half hour big deal captain announced due issue heathrow could get compile necessary paperwork would delayed indefinite period delay uncertain duration one might hoped offering champagne beverage particularly business class forthcoming event take permitted quite soon crew distributed menu pa say change main course drink order taken pre dinner drink main course dinner choice wine dinner drink nut served circa 45 minute take case small measure white wine bottom pleasant decent sized tumbler husband another half glass champagne dinner arrived single tray small measure red wine tumbler food looked bland unappetising tasted cheese two small piece sitting greasy pool vinegary chutney top wine offered ask second glass provided individualised basis coffee served since hit mild turbulence flight 11 hour duration snack beverage offered prior breakfast provided separately passenger showed sign awake breakfast slightly edible dinner coffee tea offered individual mug orange juice available request cabin crew largely absent cabin except meal service must said extremely pleasant suitably responsive request individual item come british airway need better meet customer expectation compete airline similar route cost business class ticket passenger enjoying additional space seat comfort flatbed benefit economy ticket 25 price paid premium cabin time flying business class real treat longer case,positive,[],1935
619,main complaint limited food served bland barely edible far worst weve ever experienced compared airline used past staff friendly enough rarely seen meal snack offered flight different every airline used past 14 hour flying breakfast offered tiny cold stale ham cheese roll small plain yoghurt couple oreo ever decide fly suggest bring food certainly return flight never use british airway,negative,[],388
620,complete utter chaos heathrow yet surely ceo sean doyle must take responsibility step aside consistent continuous problem cause flight cancelled delayed queue first wing check 10am today 1 hour subsequent flight malaga 15 hr late leaving gate updated delay 3 time strangely one person apologised said sorry ba seems think normal practice nowadays emerald oneworld wish alternative ba become intolerable flying 55 year since beaboac day,positive,[],435
621,feb 25 2022 show airport 3 hour early flight dublin waited line 3 hour check luggage learn flight delayed another 3 hour connecting flight london trying go custom wouldnt let u boarding plane going happening 30 minute told u wait customer service line well hour found could gone custom connecting flight london dublin delayed hour however time told information door close next available flight dublin 227 late evening said forced stay night london talking british airway manager informed u ba would reimburse u hotel flight get dublin regardless airline clothes due losing bag excursion transportation due issue spend multiple day shopping clothes lost day booked explore country buy extra suitcase new clothes received went 4 day lost bag finally got home submitted claim like told within day declined asked contact talk somebody declined tried reach via social medium get passiveaggressive message refuse pay back new flight get dublin transportation airport london hotel london clothes buy lost bag 4 day extra luggage fee extra clothes buy customer support impossible get direct response,negative,[],1091
622,british airway process upgrading 777 fleet new club suite ba59 16yrsold packedlikesardines club world product lounge cpt also bursting seam food order behind many passenger left time food arrived boarding surprised find menu amenity kit bottle water already placed storage drawer suspect another cynical timesaving initiative part ba frustratingly menu turned incorrect replacement dish probably worst ever encountered business class airline drink run cancelled without warning spurious basis passenger nut allergy hard avoid suspicion cabin crew economical truth apart rather turbulent ride flight otherwise uneventful arrival slightly ahead schedule baggage handling however atrociously slow,negative,[],693
623,flew funchal madeira yesterday madeira covid restriction entry yet ba asked u upload nh vaccination pass could check online received ok hour later husband couldnt check online arrive heathrow 2 hour departure stood long queue check 3 desk open queue approx 100 traveller several people went break disappeared one desk open queue barely moving went complain various ba staff said manager told people coming one blonde lady walked around age shepherding traveller queue sitting desk another man later likewise making u wonder hadnt simply worked desk beginning stood queue good hour almost running security queue thankfully moved quickly hurriedly bought sandwich walked departure gate stood bus plane whole experience extremely stressful took best part 2 hour time sit plane completely unnecessary able check online would happened husband vaccination pas fine required madeira think system failure received email yesterday morning saying pas order even though id previously told could check online also unnecessary ba staffed desk properly queue would moved staff member told u ba laid lot staff lock begging return treated badly didnt want flight fine time given bag crisp bottle water fine nothing praise worthy,positive,[],1212
624,absolutely bad experience british airway two booking past two year cancelled first one understand covid19 unexpected today got another surprise flight antalya may 2022 cancelled explanation given definitely book ever,negative,[],216
625,flew ba lhraus 7879 outbound leg back a3501000 return leg seat comfortable staff service inbound leg disappointing safety briefing missed lhraus route lhraus boarding time flight flew time landed time auslhr boarding one hour late left hour late landed one hour late food quality leg fit human consumption wife ordered veg meal served cold leg flight entertainment outbound leg bad 23 screen working return leg worked fine due a3501000 brand new good quality sleep leg good check lhr flawless without incident check au rotten queued number 4 line waited 1 hour staff check u clear staff quality austin poor passenger appear passenger locator form ready verifly app ready vaccine detail ready looked business premium economy class leg paying business class premium economy appear worth baggage received fine au lhr latter took age return option another airline would fly ba,positive,[],872
626,food awful night early morning flight started offer terrible chicken wrap thing terrible went traditional breakfast disgusting sausage inedible hash brown rubbish ba,negative,[],165
627,really cant believe audacity call first class check staff singapore abrupt unhelpful official ba lounge singapore closed theyre using cheap generic alternative anyone pay twenty pound go suffice say pleasant onboard like middle bad comedy sketch believe two stewardess ever first class training ask slipper first drink took nearly hour arrive despite 8 passenger serve two poor woman sat next ordered wine came filled brim mean first class student house party neither knowledge wine menu food awful steak dry cooked tough whichever catering manger signed canapé soggy mushroom top chunk polenta sacked immediately say cheese port nice however worst thing constant galley noise cart stowage immediately front seat 1k night appeared incapable shutting without slamming also seemed stored personal belonging bin immediately seat well say seat well designed personally im happy club would never first,positive,[],896
628,london dubai family 6 kid 10 6 year old savvy traveler many holiday excited ba first time disappointment became desperation eaten anything since dublin morning 7am time eat lhr thought well get something usually around 1 hour flight 35 hour take served food food fine nothing special issue beverage attention kid youd expect many airline even kid book would good movie outdated already watched overall medium experience,positive,[],419
629,one would think number crisis ba incurs would emergency planning fine art last flew ba may 2017 yes weekend last one crisis swore never ended purchasing ticket aug 2018 bologna ba cancelled flight covid hit ended voucher fast forward feb 26th 2022 received message 530am 30mins lhr flight cancelled arrived airport everyone else wandering seeking answer staff either told go online bit difficult ba system ring ba ha ha go home helpful live two hour lhr miracle app sprung life managed get one last 10 seat evening flight sat arrival coffee shop soon ran seat 1200 midday u trying get airside use lounge one allowed departure two hour prior flight supposedly crowd pointed ba provided refreshment told put claim eventually got departure made security ba customer service note oxymoron consistent queue 20 people ba still cancellingrearranging flight passenger airside boarded flight 45mins late sat tarmac pilot told u delay trying reconcile luggage took given one small bottle water cereal bar fivehour flight purport topclass airline fact ryanair finesse staff fine miserable treated badly like remind best difficult situation well passenger aircraft cramped worn reluctant use egyptair flew home new aircraft good entertainment system provided hot meal snack price ba ticket earth ba justify price management sacked ultimately blame ruination airline,positive,[],1353
630,never use ba long haul flight experience flight lhrmle wasnt bad apart screaming child return wasnt good experience werent provided drink boarded forgotten happened time flight think crew premium economy young experienced leaving experienced one businessfirst actually think ba care businessfirst customer cabin getting larger class ran food choice 8 row back cabin large cabin ran wine straight food service food 7hrs apart couple biscuit one go get kitchen werent fed 15hrs landed 115hr flight soggy roll containing 2 slice cucumber 2 slice tomato ba dont care anymore little people,positive,[],584
631,british airway getting worse worse flight 8 min late luggage taking hour arrive communication whatsoever anyone cant reached phone answer delay email app crashing time change aircraft without notice even pay seat staff say nothing,negative,[],230
632,paid 3 business class seat london new york got downgraded airport check overbooked business class couldnt even provide compensation refund told call customer service submit form unbelievable unacceptable never,negative,[],209
633,absolutely shambolic customer service lounge heathrow outdated service terrible waited hour chosen fooddrink order brought ended getting told board product average,negative,[],163
634,flight back athens different airline delayed causing u miss first flight home understand required help due delayed flight different airline whats worse went ahead canceled ticket connecting flight would able make based another flight found causing u buy much expensive ticket home resulted u overnight layover buy hotel room top ridiculously expensive last minute ticket absolute worst customer service ever dealt never flying,negative,[],426
635,flight took two hour late described shamble airport airbridge aircraft acceptable aircraft better outbound flight screen small serving 23rd cabin first choice vegetarian dish chicken dish economy cabin airline must know vegetarian order meal include choice also offer roll hamcheese breakfast 12 hour flight cost saving hot breakfast offered 90 minute connecting flight due late arrival made staff aware whilst let others passenger flight first staff assist getting u flight struggle get connecting flight arriving glasgow got txt say bag make flight first time using ba premium likely last,positive,[],590
636,mistake booking made ba got email say contact u discus took 30 contact attempt spanning 7 hour still resolved absolutely shambolic customer support ever experienced still waiting call back promised 2 week ago,positive,[],208
